crop,year,season,state,area,production,fertilizer,pesticide,yield
potato,2014,Whole Year ,Kerala,852.0,15811,128617.92,281.16,18.56
rice,2014,Autumn     ,Kerala,63981.0,161477,9658571.76,21113.73,2.215384615
rice,2014,Summer     ,Kerala,45188.0,146165,6821580.48,14912.04,2.801428571
rice,2014,Winter     ,Kerala,88990.0,254450,13433930.4,29366.7,2.500714286
potato,2014,Whole Year ,Kerala,361.0,5123,54496.56,119.13,13.18642857
maize,2014,Whole Year ,Meghalaya,18037.0,40764,2722865.52,5952.21,2.214545455
potato,2014,Summer     ,Meghalaya,12435.0,139328,1877187.6,4103.55,8.149090909
potato,2014,Winter     ,Meghalaya,6038.0,42957,911496.48,1992.54,6.598181818
rice,2014,Autumn     ,Meghalaya,33102.0,76631,4997077.92,10923.66,2.507272727
rice,2014,Rabi       ,Meghalaya,13620.0,62687,2056075.2,4494.6,2.505454545
rice,2014,Winter     ,Meghalaya,63601.0,158920,9601206.96,20988.33,2.319090909
potato,2014,Kharif     ,Meghalaya,4526.0,16133,683244.96,1493.58,3.670909091
maize,2014,Kharif     ,Tamil Nadu,191481.0,1663616,28905971.76,63188.73,8.406538462
maize,2014,Rabi       ,Tamil Nadu,130471.0,984135,19695902.16,43055.43,7.637586207
potato,2014,Kharif     ,Tamil Nadu,3018.0,68463,455597.28,995.94,21.70833333
potato,2014,Rabi       ,Tamil Nadu,1719.0,43468,259500.24,567.27,22.54
rice,2014,Kharif     ,Tamil Nadu,1794991.0,7949437,270971841.4,592347.03,4.730322581
potato,2014,Whole Year ,Tamil Nadu,631.0,11094,95255.76,208.23,17.51894737
maize,2015,Kharif     ,Andhra Pradesh,75017.0,276205,11845934.47,24755.61,3.876923077
maize,2015,Rabi       ,Andhra Pradesh,157628.0,1135482,24891037.48,52017.24,5.915384615
potato,2015,Kharif     ,Andhra Pradesh,574.0,7851,90640.34,189.42,7.96
potato,2015,Rabi       ,Andhra Pradesh,1472.0,17105,232443.52,485.76,8.875
rice,2015,Kharif     ,Andhra Pradesh,1398884.0,4115558,220897772.4,461631.72,3.091538462
rice,2015,Rabi       ,Andhra Pradesh,761911.0,3402713,120313366.0,251430.63,3.671538462
potato,2015,Kharif     ,Andhra Pradesh,135.0,1310,21317.85,44.55,11.0375
potato,2015,Rabi       ,Andhra Pradesh,457.0,5575,72164.87,150.81,11.82090909
rice,2015,Kharif     ,Puducherry,3817.0,12250,602742.47,1259.61,2.273333333
rice,2015,Rabi       ,Puducherry,8505.0,19587,1343024.55,2806.65,2.47
rice,2015,Summer     ,Puducherry,3941.0,12049,622323.31,1300.53,2.225
potato,2015,Kharif     ,Puducherry,5.0,73,789.55,1.65,14.6
potato,2015,Rabi       ,Puducherry,3.0,34,473.73,0.99,11.33
maize,2015,Kharif     ,Assam,28420.0,87175,4487802.2,9378.6,2.514074074
potato,2015,Whole Year ,Assam,103812.0,694002,16392952.92,34257.96,6.482962963
rice,2015,Autumn     ,Assam,191322.0,256729,30211657.02,63136.26,1.398888889
rice,2015,Summer     ,Assam,404982.0,1141336,63950707.62,133644.06,2.488076923
rice,2015,Winter     ,Assam,1888683.0,3727039,298241932.5,623265.39,1.965925926
potato,2015,Whole Year ,Assam,5436.0,29339,858398.76,1793.88,5.399259259
maize,2015,Kharif     ,Meghalaya,18056.0,41242,2851222.96,5958.48,2.24
potato,2015,Summer     ,Meghalaya,12498.0,140311,1973559.18,4124.34,8.179090909
potato,2015,Winter     ,Meghalaya,6063.0,43505,957408.33,2000.79,6.711818182
rice,2015,Autumn     ,Meghalaya,33136.0,77453,5232505.76,10934.88,2.551818182
rice,2015,Rabi       ,Meghalaya,13649.0,62901,2155313.59,4504.17,2.557272727
rice,2015,Winter     ,Meghalaya,63670.0,160722,10054129.7,21011.1,2.347272727
potato,2015,Kharif     ,Meghalaya,4549.0,16421,718332.59,1501.17,3.741818182
rice,2015,Kharif     ,Goa,27730.0,78489,4378844.3,9150.9,2.83
rice,2015,Rabi       ,Goa,13614.0,36579,2149786.74,4492.62,2.76
maize,2015,Kharif     ,Karnataka,1091587.0,2982667,172372503.2,360223.71,2.7225
maize,2015,Rabi       ,Karnataka,103950.0,258320,16414744.5,34303.5,2.544285714
maize,2015,Summer     ,Karnataka,24754.0,69486,3908904.14,8168.82,2.877407407
potato,2015,Kharif     ,Karnataka,31633.0,126990,4995167.03,10438.89,4.458333333
potato,2015,Rabi       ,Karnataka,6029.0,90778,952039.39,1989.57,14.405
potato,2015,Summer     ,Karnataka,464.0,7517,73270.24,153.12,15.74090909
rice,2015,Kharif     ,Karnataka,977005.0,2641669,154278859.5,322411.65,2.525666667
rice,2015,Rabi       ,Karnataka,29329.0,71420,4631342.39,9678.57,2.456428571
rice,2015,Summer     ,Karnataka,103711.0,307524,16377004.01,34224.63,2.785769231
potato,2015,Whole Year ,Karnataka,3207.0,50994,506417.37,1058.31,14.82866667
maize,2015,Whole Year ,Kerala,59.0,74,9316.69,19.47,1.73
potato,2015,Whole Year ,Kerala,491.0,6581,77533.81,162.03,7.215
rice,2015,Autumn     ,Kerala,60418.0,160894,9540606.38,19937.94,2.327692308
rice,2015,Summer     ,Kerala,47334.0,144706,7474511.94,15620.22,2.67
rice,2015,Winter     ,Kerala,89118.0,243675,14072623.38,29408.94,2.370714286
potato,2015,Whole Year ,Kerala,279.0,3922,44056.89,92.07,13.18642857
maize,2015,Kharif     ,Tamil Nadu,201750.0,1483163,31858342.5,66577.5,7.782
maize,2015,Rabi       ,Tamil Nadu,153314.0,1049167,24209813.74,50593.62,6.849655172
potato,2015,Kharif     ,Tamil Nadu,3235.0,65799,510838.85,1067.55,20.9825
potato,2015,Rabi       ,Tamil Nadu,1071.0,24164,169121.61,353.43,22.4075
rice,2015,Kharif     ,Tamil Nadu,2000212.0,7374681,315853476.9,660069.96,4.061290323
potato,2015,Whole Year ,Tamil Nadu,586.0,9536,92535.26,193.38,17.21473684
maize,2016,Kharif     ,Andhra Pradesh,85501.0,354764,13103028.25,29925.35,3.907692308
maize,2016,Rabi       ,Andhra Pradesh,164778.0,1298137,25252228.5,57672.3,6.493846154
potato,2016,Kharif     ,Andhra Pradesh,527.0,4751,80762.75,184.45,9.09
potato,2016,Rabi       ,Andhra Pradesh,1164.0,10675,178383.0,407.4,9.715
rice,2016,Kharif     ,Andhra Pradesh,1519656.0,5233690,232887282.0,531879.6,3.361538462
rice,2016,Rabi       ,Andhra Pradesh,585363.0,2768647,89706879.75,204877.05,3.727692308
potato,2016,Kharif     ,Andhra Pradesh,149.0,2262,22834.25,52.15,14.88166667
potato,2016,Rabi       ,Andhra Pradesh,484.0,7431,74173.0,169.4,15.741
rice,2016,Kharif     ,Puducherry,3693.0,13151,565952.25,1292.55,3.24
rice,2016,Rabi       ,Puducherry,8412.0,23024,1289139.0,2944.2,3.436666667
rice,2016,Summer     ,Puducherry,4100.0,15989,628325.0,1435.0,2.535
potato,2016,Kharif     ,Puducherry,6.0,60,919.5,2.1,10.0
maize,2016,Kharif     ,Assam,31333.0,91219,4801782.25,10966.55,2.545925926
potato,2016,Whole Year ,Assam,106437.0,777829,16311470.25,37252.95,7.258518519
rice,2016,Autumn     ,Assam,168044.0,228206,25752743.0,58815.4,1.405185185
rice,2016,Summer     ,Assam,408132.0,1131872,62546229.0,142846.2,2.412692308
rice,2016,Winter     ,Assam,1890960.0,3767357,289789620.0,661836.0,1.996666667
potato,2016,Whole Year ,Assam,5254.0,28584,805175.5,1838.9,5.516296296
maize,2016,Kharif     ,Meghalaya,18128.0,41543,2778116.0,6344.8,2.245454545
potato,2016,Summer     ,Meghalaya,12554.0,142859,1923900.5,4393.9,8.252727273
potato,2016,Winter     ,Meghalaya,6341.0,44026,971758.25,2219.35,6.522727273
rice,2016,Autumn     ,Meghalaya,33646.0,78965,5156249.5,11776.1,2.552727273
rice,2016,Rabi       ,Meghalaya,13670.0,63373,2094927.5,4784.5,2.573636364
rice,2016,Winter     ,Meghalaya,63862.0,162180,9786851.5,22351.7,2.359090909
potato,2016,Kharif     ,Meghalaya,4667.0,15534,715217.75,1633.45,3.69
rice,2016,Kharif     ,Goa,27630.0,77109,4234297.5,9670.5,2.795
rice,2016,Rabi       ,Goa,13193.0,36118,2021827.25,4617.55,2.745
potato,2016,Whole Year ,Goa,52.0,164,7969.0,18.2,3.2
maize,2016,Kharif     ,Karnataka,1262641.0,2988982,193499733.3,441924.35,2.6025
maize,2016,Rabi       ,Karnataka,87280.0,262415,13375660.0,30548.0,2.6956
maize,2016,Summer     ,Karnataka,20282.0,62889,3108216.5,7098.7,3.482222222
potato,2016,Kharif     ,Karnataka,19963.0,196136,3059329.75,6987.05,10.48722222
potato,2016,Rabi       ,Karnataka,5929.0,82004,908619.25,2075.15,13.475
potato,2016,Summer     ,Karnataka,244.0,3796,37393.0,85.4,15.46571429
rice,2016,Kharif     ,Karnataka,942025.0,2611754,144365331.3,329708.75,2.529666667
rice,2016,Rabi       ,Karnataka,18686.0,49615,2863629.5,6540.1,2.525333333
rice,2016,Summer     ,Karnataka,73832.0,212837,11314754.0,25841.2,2.852692308
potato,2016,Whole Year ,Karnataka,3079.0,36908,471856.75,1077.65,11.27153846
maize,2016,Whole Year ,Kerala,65.0,68,9961.25,22.75,1.775
potato,2016,Whole Year ,Kerala,556.0,8823,85207.0,194.6,15.87
rice,2016,Autumn     ,Kerala,56601.0,167181,8674103.25,19810.35,2.524615385
rice,2016,Summer     ,Kerala,42544.0,127905,6519868.0,14890.4,2.534285714
rice,2016,Winter     ,Kerala,72253.0,141397,11072772.25,25288.55,2.102142857
potato,2016,Whole Year ,Kerala,220.0,3086,33715.0,77.0,13.35923077
maize,2016,Kharif     ,Tamil Nadu,169144.0,770221,25921318.0,59200.4,4.682222222
maize,2016,Rabi       ,Tamil Nadu,145886.0,183156,22357029.5,51060.1,1.654827586
potato,2016,Kharif     ,Tamil Nadu,3194.0,77476,489480.5,1117.9,24.5825
potato,2016,Rabi       ,Tamil Nadu,1653.0,31493,253322.25,578.55,21.248
rice,2016,Kharif     ,Tamil Nadu,1442841.0,3554113,221115383.3,504994.35,3.068387097
potato,2016,Whole Year ,Tamil Nadu,283.0,2623,43369.75,99.05,9.951052632
maize,2017,Kharif     ,Andhra Pradesh,107276.0,501801,16889533.44,40764.88,4.422307692
maize,2017,Rabi       ,Andhra Pradesh,229264.0,1824103,36095324.16,87120.32,7.576153846
potato,2017,Kharif     ,Andhra Pradesh,457.0,4758,71950.08,173.66,7.15
potato,2017,Rabi       ,Andhra Pradesh,994.0,10912,156495.36,377.72,8.49
rice,2017,Kharif     ,Andhra Pradesh,1476928.0,4941933,232527544.3,561232.64,3.25
rice,2017,Rabi       ,Andhra Pradesh,741258.0,3519409,116703659.5,281678.04,3.887692308
potato,2017,Kharif     ,Andhra Pradesh,188.0,2360,29598.72,71.44,12.68571429
potato,2017,Rabi       ,Andhra Pradesh,513.0,6015,80766.72,194.94,11.86
rice,2017,Kharif     ,Puducherry,4325.0,15281,680928.0,1643.5,3.256666667
rice,2017,Rabi       ,Puducherry,8749.0,25188,1377442.56,3324.62,3.27
rice,2017,Summer     ,Puducherry,4297.0,15518,676519.68,1632.86,2.85
potato,2017,Kharif     ,Puducherry,7.0,35,1102.08,2.66,5.0
potato,2017,Rabi       ,Puducherry,1.0,8,157.44,0.38,8.0
maize,2017,Kharif     ,Assam,31537.0,98783,4965185.28,11984.06,2.989259259
potato,2017,Whole Year ,Assam,102868.0,720968,16195537.92,39089.84,7.139259259
rice,2017,Autumn     ,Assam,154511.0,209349,24326211.84,58714.18,1.418148148
rice,2017,Summer     ,Assam,400402.0,1191244,63039290.88,152152.76,2.704615385
rice,2017,Winter     ,Assam,1878798.0,3883120,295797957.1,713943.24,2.063703704
potato,2017,Whole Year ,Assam,5303.0,29199,834904.32,2015.14,5.514814815
maize,2017,Kharif     ,Meghalaya,18152.0,41624,2857850.88,6897.76,2.246363636
potato,2017,Summer     ,Meghalaya,12559.0,142923,1977288.96,4772.42,8.254545455
potato,2017,Winter     ,Meghalaya,6354.0,44124,1000373.76,2414.52,6.526363636
rice,2017,Autumn     ,Meghalaya,33575.0,78848,5286048.0,12758.5,2.551818182
rice,2017,Rabi       ,Meghalaya,13683.0,63428,2154251.52,5199.54,2.576363636
rice,2017,Winter     ,Meghalaya,63883.0,162272,10057739.52,24275.54,2.36
potato,2017,Kharif     ,Meghalaya,4712.0,15751,741857.28,1790.56,3.694545455
rice,2017,Kharif     ,Goa,27219.0,71279,4285359.36,10343.22,2.635
rice,2017,Rabi       ,Goa,11301.0,31718,1779229.44,4294.38,2.855
potato,2017,Whole Year ,Goa,55.0,116,8659.2,20.9,2.41
maize,2017,Kharif     ,Karnataka,1183334.0,5150460,186304105.0,449666.92,4.282857143
maize,2017,Rabi       ,Karnataka,100156.0,371937,15768560.64,38059.28,3.7392
maize,2017,Summer     ,Karnataka,23518.0,88268,3702673.92,8936.84,3.739230769
potato,2017,Kharif     ,Karnataka,23219.0,223849,3655599.36,8823.22,9.301176471
potato,2017,Rabi       ,Karnataka,5557.0,103976,874894.08,2111.66,18.17769231
potato,2017,Summer     ,Karnataka,1705.0,23510,268435.2,647.9,14.78714286
rice,2017,Kharif     ,Karnataka,737547.0,2123100,116119399.7,280267.86,2.9
rice,2017,Rabi       ,Karnataka,30634.0,81726,4823016.96,11640.92,2.773076923
rice,2017,Summer     ,Karnataka,224744.0,702645,35383695.36,85402.72,3.063703704
potato,2017,Whole Year ,Karnataka,2766.0,35891,435479.04,1051.08,12.25
maize,2017,Whole Year ,Kerala,70.66,160,11124.7104,26.8508,1.1775
potato,2017,Whole Year ,Kerala,516.0,7303,81239.04,196.08,14.15
rice,2017,Autumn     ,Kerala,58278.0,148913,9175288.32,22145.64,2.217692308
rice,2017,Summer     ,Kerala,49693.0,153463,7823665.92,18883.34,2.733571429
rice,2017,Winter     ,Kerala,81115.0,218934,12770745.6,30823.7,2.483571429
potato,2017,Whole Year ,Kerala,295.0,4277,46444.8,112.1,13.17785714
maize,2017,Kharif     ,Tamil Nadu,166195.0,1532106,26165740.8,63154.1,8.962
maize,2017,Rabi       ,Tamil Nadu,158323.0,1059526,24926373.12,60162.74,6.956785714
potato,2017,Kharif     ,Tamil Nadu,2358.0,40817,371243.52,896.04,16.698
potato,2017,Rabi       ,Tamil Nadu,1224.0,27698,192706.56,465.12,23.12
rice,2017,Autumn     ,Tamil Nadu,235255.0,906616,37038547.2,89396.9,3.967857143
rice,2017,Summer     ,Tamil Nadu,276272.0,1234550,43496263.68,104983.36,4.451428571
rice,2017,Winter     ,Tamil Nadu,1317338.0,4497284,207401694.7,500588.44,4.139
potato,2017,Whole Year ,Tamil Nadu,302.0,7946,47546.88,114.76,26.33944444
maize,2018,Kharif     ,Andhra Pradesh,104370.0,431440,16928814.0,36529.5,3.716923077
maize,2018,Rabi       ,Andhra Pradesh,161853.0,1131719,26252556.6,56648.55,5.788461538
potato,2018,Kharif     ,Andhra Pradesh,486.0,2992,78829.2,170.1,7.44
potato,2018,Rabi       ,Andhra Pradesh,970.0,6026,157334.0,339.5,8.096666667
rice,2018,Kharif     ,Andhra Pradesh,1563887.0,5243250,253662471.4,547360.45,3.263846154
rice,2018,Rabi       ,Andhra Pradesh,644417.0,2991289,104524437.4,225545.95,3.699230769
potato,2018,Kharif     ,Andhra Pradesh,91.0,1476,14760.2,31.85,17.15
potato,2018,Rabi       ,Andhra Pradesh,418.0,8479,67799.6,146.3,18.64777778
rice,2018,Kharif     ,Puducherry,4298.0,16082,697135.6,1504.3,3.373333333
rice,2018,Rabi       ,Puducherry,9048.0,30635,1467585.6,3166.8,3.976666667
rice,2018,Summer     ,Puducherry,4515.0,16626,732333.0,1580.25,2.885
potato,2018,Kharif     ,Puducherry,3.0,24,486.6,1.05,8.0
maize,2018,Kharif     ,Assam,32264.0,105003,5233220.8,11292.4,2.868518519
potato,2018,Whole Year ,Assam,103205.0,773481,16739851.0,36121.75,7.511851852
rice,2018,Autumn     ,Assam,144766.0,209122,23481045.2,50668.1,1.492592593
rice,2018,Summer     ,Assam,400873.0,1145512,65021600.6,140305.55,2.645
rice,2018,Winter     ,Assam,1879539.0,4082738,304861225.8,657838.65,2.15
potato,2018,Whole Year ,Assam,5020.0,26342,814244.0,1757.0,5.694814815
maize,2018,Kharif     ,Meghalaya,18163.0,41667,2946038.6,6357.05,2.246363636
potato,2018,Summer     ,Meghalaya,12569.0,143031,2038691.8,4399.15,8.255454545
potato,2018,Winter     ,Meghalaya,6360.0,44175,1031592.0,2226.0,6.526363636
rice,2018,Autumn     ,Meghalaya,33494.0,78214,5432726.8,11722.9,2.545454545
rice,2018,Rabi       ,Meghalaya,13624.0,63050,2209812.8,4768.4,2.569090909
rice,2018,Winter     ,Meghalaya,63814.0,161706,10350630.8,22334.9,2.352727273
potato,2018,Kharif     ,Meghalaya,4723.0,15796,766070.6,1653.05,3.697272727
rice,2018,Kharif     ,Goa,25841.0,70272,4191410.2,9044.35,2.72
rice,2018,Rabi       ,Goa,10543.0,28582,1710074.6,3690.05,2.72
potato,2018,Whole Year ,Goa,55.0,116,8921.0,19.25,2.285
maize,2018,Kharif     ,Karnataka,1296051.0,3407725,210219472.2,453617.85,2.882413793
maize,2018,Rabi       ,Karnataka,93618.0,317479,15184839.6,32766.3,3.1972
maize,2018,Summer     ,Karnataka,19621.0,67607,3182526.2,6867.35,3.2775
potato,2018,Kharif     ,Karnataka,21372.0,169235,3466538.4,7480.2,8.165862069
potato,2018,Rabi       ,Karnataka,6482.0,98231,1051380.4,2268.7,14.73
potato,2018,Summer     ,Karnataka,410.0,6626,66502.0,143.5,16.26142857
rice,2018,Kharif     ,Karnataka,1037158.0,2949318,168227027.6,363005.3,2.637
rice,2018,Rabi       ,Karnataka,11442.0,28334,1855892.4,4004.7,2.480833333
rice,2018,Summer     ,Karnataka,150993.0,484330,24491064.6,52847.55,2.9272
potato,2018,Whole Year ,Karnataka,5032.0,73050,816190.4,1761.2,14.20703704
maize,2018,Whole Year ,Kerala,104.326,145,16921.6772,36.5141,4.508
potato,2018,Whole Year ,Kerala,536.9,7381,87085.18,187.915,13.75
rice,2018,Autumn     ,Kerala,60718.46,101943,9848534.212,21251.461,1.565384615
rice,2018,Summer     ,Kerala,48858.28,196784,7924813.016,17100.398,3.09
rice,2018,Winter     ,Kerala,88449.47,279529,14346504.03,30957.3145,2.684285714
potato,2018,Whole Year ,Kerala,210.41,3059,34128.502,73.6435,13.17714286
maize,2018,Kharif     ,Tamil Nadu,168944.0,1283603,27402716.8,59130.4,7.625384615
maize,2018,Rabi       ,Tamil Nadu,221658.0,1550834,35952927.6,77580.3,6.984
potato,2018,Kharif     ,Tamil Nadu,2334.0,25622,378574.8,816.9,13.195
potato,2018,Rabi       ,Tamil Nadu,1198.0,23750,194315.6,419.3,23.2225
rice,2018,Autumn     ,Tamil Nadu,279647.0,1198496,45358743.4,97876.45,4.184827586
rice,2018,Summer     ,Tamil Nadu,236904.0,992095,38425828.8,82916.4,3.997333333
rice,2018,Winter     ,Tamil Nadu,1204714.0,3940959,195404610.8,421649.9,3.749032258
potato,2018,Whole Year ,Tamil Nadu,328.0,8848,53201.6,114.8,25.31238095
maize,2019,Kharif     ,Andhra Pradesh,95591.0,450932,16418710.16,35368.67,4.653076923
maize,2019,Rabi       ,Andhra Pradesh,205100.0,1670288,35227976.0,75887.0,6.698461538
potato,2019,Kharif     ,Andhra Pradesh,453.0,6648,77807.28,167.61,12.21
potato,2019,Rabi       ,Andhra Pradesh,1050.0,15919,180348.0,388.5,13.155
rice,2019,Kharif     ,Andhra Pradesh,1526425.0,5342033,262178758.0,564777.25,3.517692308
rice,2019,Rabi       ,Andhra Pradesh,829557.0,3798058,142484710.3,306936.09,3.873076923
potato,2019,Kharif     ,Andhra Pradesh,54.0,895,9275.04,19.98,18.038
potato,2019,Rabi       ,Andhra Pradesh,360.0,6271,61833.6,133.2,16.747
rice,2019,Kharif     ,Puducherry,4323.0,15171,742518.48,1599.51,3.216666667
rice,2019,Rabi       ,Puducherry,9397.0,28114,1614028.72,3476.89,3.883333333
rice,2019,Summer     ,Puducherry,4518.0,16060,776011.68,1671.66,3.55
potato,2019,Kharif     ,Puducherry,5.0,45,858.8,1.85,9.0
potato,2019,Rabi       ,Puducherry,1.0,9,171.76,0.37,9.0
maize,2019,Kharif     ,Assam,36636.0,128036,6292599.36,13555.32,3.155555556
potato,2019,Whole Year ,Assam,104750.0,756222,17991860.0,38757.5,7.303703704
rice,2019,Autumn     ,Assam,127223.0,193215,21851822.48,47072.51,1.464814815
rice,2019,Summer     ,Assam,395518.0,1025571,67934171.68,146341.66,2.492307692
rice,2019,Winter     ,Assam,1878208.0,3996018,322601006.1,694936.96,2.137037037
potato,2019,Whole Year ,Assam,4926.0,25640,846089.76,1822.62,5.578518519
maize,2019,Kharif     ,Meghalaya,18174.0,41760,3121566.24,6724.38,2.254545455
potato,2019,Summer     ,Meghalaya,12577.0,143122,2160225.52,4653.49,8.257272727
potato,2019,Winter     ,Meghalaya,6366.0,44226,1093424.16,2355.42,6.527272727
rice,2019,Autumn     ,Meghalaya,33480.0,78074,5750524.8,12387.6,2.510909091
rice,2019,Rabi       ,Meghalaya,13628.0,63081,2340745.28,5042.36,2.57
rice,2019,Winter     ,Meghalaya,63889.0,162321,10973574.64,23638.93,2.36
potato,2019,Kharif     ,Meghalaya,4734.0,15842,813111.84,1751.58,3.699090909
rice,2019,Kharif     ,Goa,24411.0,60556,4192833.36,9032.07,2.475
rice,2019,Rabi       ,Goa,10287.0,29819,1766895.12,3806.19,2.95
potato,2019,Whole Year ,Goa,66.0,164,11336.16,24.42,2.53
maize,2019,Kharif     ,Karnataka,1355321.0,4228095,232789935.0,501468.77,3.572068966
maize,2019,Rabi       ,Karnataka,114070.0,394898,19592663.2,42205.9,3.466785714
maize,2019,Summer     ,Karnataka,31000.0,122718,5324560.0,11470.0,3.905357143
potato,2019,Kharif     ,Karnataka,17797.0,124958,3056812.72,6584.89,7.178214286
potato,2019,Rabi       ,Karnataka,4477.0,69340,768969.52,1656.49,15.27291667
potato,2019,Summer     ,Karnataka,458.0,7162,78666.08,169.46,15.88222222
rice,2019,Kharif     ,Karnataka,964087.0,3088937,165591583.1,356712.19,2.924
rice,2019,Rabi       ,Karnataka,11266.0,31038,1935048.16,4168.42,2.881428571
rice,2019,Summer     ,Karnataka,272701.0,827998,46839123.76,100899.37,2.86862069
potato,2019,Whole Year ,Karnataka,5105.0,98495,876834.8,1888.85,18.80518519
maize,2019,Whole Year ,Kerala,113.0,140,19408.88,41.81,1.82
potato,2019,Whole Year ,Kerala,490.0,6569,84162.4,181.3,13.41
rice,2019,Autumn     ,Kerala,55895.0,145076,9600525.2,20681.15,1.949230769
rice,2019,Summer     ,Kerala,61006.0,212586,10478390.56,22572.22,2.815714286
rice,2019,Winter     ,Kerala,81279.0,247879,13960481.04,30073.23,2.503571429
potato,2019,Whole Year ,Kerala,194.0,2782,33321.44,71.78,13.1125
maize,2019,Kharif     ,Tamil Nadu,168587.0,1506526,28956503.12,62377.19,8.614827586
maize,2019,Rabi       ,Tamil Nadu,164978.0,1108221,28336621.28,61041.86,6.841666667
potato,2019,Kharif     ,Tamil Nadu,2900.0,60513,498104.0,1073.0,21.384
potato,2019,Rabi       ,Tamil Nadu,1113.0,24207,191168.88,411.81,21.68
rice,2019,Autumn     ,Tamil Nadu,206535.0,847692,35474451.6,76417.95,4.077241379
rice,2019,Summer     ,Tamil Nadu,339990.0,1463054,58396682.4,125796.3,4.095
rice,2019,Winter     ,Tamil Nadu,1360882.0,4954415,233745092.3,503526.34,3.818387097
potato,2019,Whole Year ,Tamil Nadu,585.0,14383,100479.6,216.45,23.39619048
maize,1997,Autumn     ,Odisha,51349.0,63331,4886884.33,15918.19,0.812
maize,1997,Summer     ,Odisha,1164.0,978,110777.88,360.84,0.945714286
maize,1997,Winter     ,Odisha,144.0,136,13704.48,44.64,0.9925
potato,1997,Whole Year ,Odisha,8887.0,87413,845775.79,2754.97,8.774
maize,1997,Kharif     ,Andhra Pradesh,305100.0,791500,29036367.0,94581.0,2.201818182
maize,1997,Rabi       ,Andhra Pradesh,90800.0,291800,8641436.0,28148.0,3.21
rice,1997,Kharif     ,Andhra Pradesh,2382500.0,5218300,226742525.0,738575.0,1.99173913
rice,1997,Rabi       ,Andhra Pradesh,1117700.0,3291700,106371509.0,346487.0,2.64
maize,1997,Kharif     ,Bihar,375000.0,456375,35688750.0,116250.0,1.260185185
maize,1997,Rabi       ,Bihar,181914.0,546011,17312755.38,56393.34,2.803555556
maize,1997,Summer     ,Bihar,143522.0,307134,13658988.74,44491.82,2.025192308
potato,1997,Whole Year ,Bihar,168074.0,1465659,15995602.58,52102.94,8.929636364
rice,1997,Autumn     ,Bihar,749671.0,892725,71346189.07,232398.01,1.102244898
rice,1997,Summer     ,Bihar,124429.0,236446,11841907.93,38572.99,1.683265306
rice,1997,Winter     ,Bihar,4238204.0,6004120,403349874.7,1313843.24,1.354363636
potato,1997,Whole Year ,Bihar,14114.0,186123,1343229.38,4375.34,13.03461538
maize,1997,Whole Year ,Gujarat,399800.0,659000,38048966.0,123938.0,1.690666667
potato,1997,Whole Year ,Gujarat,28500.0,623900,2712345.0,8835.0,21.167
rice,1997,Whole Year ,Gujarat,672600.0,1042300,64011342.0,208506.0,1.665
maize,1997,Kharif     ,Madhya Pradesh,808300.0,1085400,76925911.0,250573.0,1.143023256
maize,1997,Autumn     ,Maharashtra,21.0,19695,1998.57,6.51,989.87
maize,1997,Kharif     ,Maharashtra,187600.0,219700,17853892.0,58156.0,1.082083333
maize,1997,Rabi       ,Maharashtra,45800.0,65400,4358786.0,14198.0,1.476875
maize,1997,Summer     ,Maharashtra,7500.0,12500,713775.0,2325.0,1.407777778
rice,1997,Kharif     ,Maharashtra,1339000.0,2330000,127432630.0,415090.0,8.778275862
rice,1997,Summer     ,Maharashtra,329.0,646,31310.93,101.99,2.018888889
maize,1997,Kharif     ,Mizoram,8140.0,16256,774683.8,2523.4,2.0875
maize,1997,Rabi       ,Mizoram,120.0,243,11420.4,37.2,2.15
rice,1997,Whole Year ,Mizoram,68114.0,110573,6482409.38,21115.34,1.6
maize,1997,Kharif     ,Punjab,165000.0,345000,15703050.0,51150.0,2.102727273
rice,1997,Kharif     ,Punjab,2281000.0,7904000,217082770.0,707110.0,3.476470588
maize,1997,Kharif     ,Uttar Pradesh,1017592.0,1598438,96844230.64,315453.52,1.498125
maize,1997,Summer     ,Uttar Pradesh,10385.0,16398,988340.45,3219.35,1.577936508
potato,1997,Whole Year ,Uttar Pradesh,400234.0,5869975,38090269.78,124072.54,13.6445
rice,1997,Kharif     ,Uttar Pradesh,5726527.0,12262794,544993574.6,1775223.37,2.037
rice,1997,Summer     ,Uttar Pradesh,6607.0,18281,628788.19,2048.17,2.202903226
maize,1998,Kharif     ,Andhra Pradesh,314900.0,1019800,31112120.0,91321.0,2.479545455
maize,1998,Rabi       ,Andhra Pradesh,83700.0,363700,8269560.0,24273.0,4.245
rice,1998,Kharif     ,Andhra Pradesh,2812400.0,7005800,277865120.0,815596.0,2.47
rice,1998,Rabi       ,Andhra Pradesh,1504200.0,4872200,148614960.0,436218.0,2.986086957
maize,1998,Kharif     ,Bihar,369521.0,395957,36508674.8,107161.09,1.276363636
maize,1998,Rabi       ,Bihar,190119.0,541979,18783757.2,55134.51,2.834545455
maize,1998,Summer     ,Bihar,151459.0,364449,14964149.2,43923.11,2.175306122
potato,1998,Whole Year ,Bihar,178428.0,1721987,17628686.4,51744.12,9.751454545
rice,1998,Summer     ,Bihar,132836.0,270992,13124196.8,38522.44,1.765777778
rice,1998,Winter     ,Bihar,4234443.0,5722449,418362968.4,1227988.47,1.242909091
