Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
8580,El Salvador,potato,2013,426047,1784.0,6005.08,26.36
8581,El Salvador,rice,2013,61615,1784.0,6005.08,26.36
8584,El Salvador,potato,2013,58333,1784.0,6005.08,26.36
8585,Eritrea,maize,1993,2308,383.0,4.44,24.09
8586,Eritrea,potato,1993,82000,383.0,4.44,24.09
8589,Eritrea,maize,1994,7689,383.0,4.44,24.13
8590,Eritrea,potato,1994,80659,383.0,4.44,24.13
8593,Eritrea,maize,1995,3366,383.0,4.44,24.37
8594,Eritrea,potato,1995,79816,383.0,4.44,24.37
8597,Eritrea,maize,1996,3974,383.0,4.44,24.36
8598,Eritrea,potato,1996,79592,383.0,4.44,24.36
8601,Eritrea,maize,1997,2495,383.0,30.92,24.32
8602,Eritrea,potato,1997,80769,383.0,30.92,24.32
8605,Eritrea,maize,1998,7532,383.0,19.61,24.78
8606,Eritrea,potato,1998,83333,383.0,19.61,24.78
8609,Eritrea,maize,1999,7920,383.0,22.28,24.68
8610,Eritrea,potato,1999,80000,383.0,22.28,24.68
8613,Eritrea,maize,2000,2358,383.0,24.96,24.76
8614,Eritrea,potato,2000,70012,383.0,24.96,24.76
8617,Eritrea,maize,2001,7851,383.0,27.63,24.61
8618,Eritrea,potato,2001,58050,383.0,27.63,24.61
8621,Eritrea,maize,2002,2076,383.0,27.63,24.86
8622,Eritrea,potato,2002,61120,383.0,27.63,24.86
8625,Eritrea,maize,2004,2409,383.0,27.63,24.79
8626,Eritrea,potato,2004,64000,383.0,27.63,24.79
8629,Eritrea,maize,2005,4906,383.0,27.63,24.85
8630,Eritrea,potato,2005,79311,383.0,27.63,24.85
8633,Eritrea,maize,2006,9755,383.0,27.63,24.7
8634,Eritrea,potato,2006,78493,383.0,27.63,24.7
8637,Eritrea,maize,2007,8321,383.0,27.63,24.7
8638,Eritrea,potato,2007,24508,383.0,27.63,24.7
8641,Eritrea,maize,2008,2123,383.0,27.63,24.79
8642,Eritrea,potato,2008,8406,383.0,27.63,24.79
8645,Eritrea,maize,2009,8689,383.0,27.63,25.3
8646,Eritrea,potato,2009,12000,383.0,27.63,25.3
8649,Eritrea,maize,2010,9000,383.0,27.63,25.22
8650,Eritrea,potato,2010,15729,383.0,27.63,25.22
8653,Eritrea,maize,2011,9524,383.0,27.63,24.78
8654,Eritrea,potato,2011,18180,383.0,27.63,24.78
8657,Eritrea,maize,2012,10476,383.0,27.63,25.16
8658,Eritrea,potato,2012,14209,383.0,27.63,25.16
8661,Eritrea,maize,2013,10000,383.0,27.63,25.87
8662,Eritrea,potato,2013,12819,383.0,27.63,25.87
8665,Estonia,potato,1992,144514,626.0,469.0,6.51
8667,Estonia,potato,1993,126432,626.0,170.0,5.26
8669,Estonia,potato,1994,140959,626.0,176.0,5.35
8671,Estonia,potato,1995,145590,626.0,154.0,6.23
8673,Estonia,potato,1996,141758,626.0,133.0,4.63
8675,Estonia,potato,1997,124153,626.0,200.0,5.95
8677,Estonia,potato,1998,97147,626.0,195.0,5.5
8679,Estonia,potato,1999,129807,626.0,187.0,6.55
8681,Estonia,potato,2000,152654,626.0,315.0,7.12
8683,Estonia,potato,2001,155249,626.0,329.0,6.08
8685,Estonia,potato,2002,131599,626.0,331.0,6.34
8687,Estonia,potato,2004,103416,626.0,351.0,6.03
8689,Estonia,potato,2005,150277,626.0,386.0,6.04
8691,Estonia,potato,2006,132608,626.0,452.0,6.7
8693,Estonia,potato,2007,171977,626.0,460.0,6.97
8695,Estonia,potato,2008,142273,626.0,551.0,7.39
8697,Estonia,potato,2009,152752,626.0,402.0,6.14
8699,Estonia,potato,2010,174562,626.0,514.0,5.06
8701,Estonia,potato,2011,178361,626.0,460.0,6.98
8703,Estonia,potato,2012,182175,626.0,553.0,5.57
8705,Estonia,potato,2013,193558,626.0,567.0,7.28
8707,Finland,potato,1990,214976,536.0,2001.0,6.07
8709,Finland,potato,1991,185663,536.0,1738.0,5.62
8711,Finland,potato,1992,192894,536.0,1372.0,5.8
8713,Finland,potato,1993,213516,536.0,1200.0,4.74
8715,Finland,potato,1994,198795,536.0,1247.0,4.66
8717,Finland,potato,1995,221053,536.0,1041.0,5.63
8719,Finland,potato,1996,220029,536.0,909.0,4.2
8721,Finland,potato,1997,227139,536.0,999.0,5.36
8723,Finland,potato,1998,180091,536.0,1164.0,4.71
8725,Finland,potato,1999,244923,536.0,1139.0,5.7
8727,Finland,potato,2000,243851,536.0,1147.48,6.57
8729,Finland,potato,2001,244267,536.0,1423.27,5.35
8731,Finland,potato,2002,261779,536.0,1620.36,5.54
8733,Finland,potato,2004,226886,536.0,1489.12,5.4
8735,Finland,potato,2005,256990,536.0,1431.04,5.8
8737,Finland,potato,2006,205607,536.0,1645.3,5.91
8739,Finland,potato,2007,256996,536.0,1479.45,6.23
8741,Finland,potato,2008,261221,536.0,1621.86,6.77
8743,Finland,potato,2009,286098,536.0,1693.8,5.49
8745,Finland,potato,2010,261548,536.0,1746.71,4.36
8747,Finland,potato,2011,275943,536.0,1707.54,6.38
8749,Finland,potato,2012,236522,536.0,1545.25,5.12
8751,Finland,potato,2013,281312,536.0,1475.39,6.17
8753,France,maize,1990,60186,867.0,97701.0,11.96
8754,France,potato,1990,290790,867.0,97701.0,11.96
8755,France,rice,1990,59461,867.0,97701.0,11.96
8759,France,maize,1991,72866,867.0,103434.0,10.6
8760,France,potato,1991,321625,867.0,103434.0,10.6
8761,France,rice,1991,53273,867.0,103434.0,10.6
8765,France,maize,1992,79812,867.0,85249.0,11.15
8766,France,potato,1992,365434,867.0,85249.0,11.15
8767,France,rice,1992,52448,867.0,85249.0,11.15
8771,France,maize,1993,80479,867.0,91953.0,10.7
8772,France,potato,1993,360076,867.0,91953.0,10.7
8773,France,rice,1993,49628,867.0,91953.0,10.7
8777,France,maize,1994,77983,867.0,89515.0,11.96
8778,France,potato,1994,335302,867.0,89515.0,11.96
8779,France,rice,1994,45700,867.0,89515.0,11.96
8783,France,maize,1995,77182,867.0,84011.0,11.69
8784,France,potato,1995,347354,867.0,84011.0,11.69
8785,France,rice,1995,48627,867.0,84011.0,11.69
8789,France,maize,1996,83856,867.0,97890.0,10.14
8790,France,potato,1996,361751,867.0,97890.0,10.14
8791,France,rice,1996,52455,867.0,97890.0,10.14
8795,France,maize,1997,90651,867.0,109792.0,11.59
8796,France,potato,1997,397848,867.0,109792.0,11.59
8797,France,rice,1997,58919,867.0,109792.0,11.59
8801,France,maize,1998,84528,867.0,107753.0,11.25
8802,France,potato,1998,373559,867.0,107753.0,11.25
8803,France,rice,1998,58281,867.0,107753.0,11.25
8807,France,maize,1999,89523,867.0,114695.0,11.83
8808,France,potato,1999,397361,867.0,114695.0,11.83
8809,France,rice,1999,60915,867.0,114695.0,11.83
8813,France,maize,2000,90766,867.0,97878.0,11.74
8814,France,potato,2000,395987,867.0,97878.0,11.74
8815,France,rice,2000,58358,867.0,97878.0,11.74
8819,France,maize,2001,85711,867.0,99694.0,11.37
8820,France,potato,2001,374385,867.0,99694.0,11.37
8821,France,rice,2001,53603,867.0,99694.0,11.37
8825,France,maize,2002,89751,867.0,82448.0,11.87
8826,France,potato,2002,423804,867.0,82448.0,11.87
8827,France,rice,2002,56910,867.0,82448.0,11.87
8831,France,maize,2004,89907,867.0,76099.0,11.34
8832,France,potato,2004,454162,867.0,76099.0,11.34
8833,France,rice,2004,57098,867.0,76099.0,11.34
8837,France,maize,2005,82539,867.0,78265.0,11.55
8838,France,potato,2005,422227,867.0,78265.0,11.55
8839,France,rice,2005,57314,867.0,78265.0,11.55
8843,France,maize,2006,85818,867.0,71612.0,11.79
8844,France,potato,2006,401909,867.0,71612.0,11.79
8845,France,rice,2006,54756,867.0,71612.0,11.79
8849,France,maize,2007,94821,867.0,77255.0,11.75
8850,France,potato,2007,453347,867.0,77255.0,11.75
8851,France,rice,2007,46354,867.0,77255.0,11.75
8855,France,maize,2008,91258,867.0,78577.0,11.28
8856,France,potato,2008,435194,867.0,78577.0,11.28
8857,France,rice,2008,57599,867.0,78577.0,11.28
8861,France,maize,2009,88934,867.0,63676.0,11.46
8862,France,potato,2009,437856,867.0,63676.0,11.46
8863,France,rice,2009,57406,867.0,63676.0,11.46
8867,France,maize,2010,88299,867.0,61903.0,10.41
8868,France,potato,2010,421566,867.0,61903.0,10.41
8869,France,rice,2010,50432,867.0,61903.0,10.41
8873,France,maize,2011,99668,867.0,61039.0,12.33
8874,France,potato,2011,468991,867.0,61039.0,12.33
8875,France,rice,2011,56263,867.0,61039.0,12.33
8879,France,maize,2012,90024,867.0,63547.59,11.22
8880,France,potato,2012,413769,867.0,63547.59,11.22
8881,France,rice,2012,55947,867.0,63547.59,11.22
8885,France,maize,2013,81592,867.0,66497.29,11.01
8886,France,potato,2013,431560,867.0,66497.29,11.01
8887,France,rice,2013,39400,867.0,66497.29,11.01
8891,Germany,maize,1990,67762,700.0,31289.0,10.71
8892,Germany,maize,1990,67762,700.0,31289.0,10.08
8893,Germany,maize,1990,67762,700.0,31289.0,5.92
8894,Germany,potato,1990,257764,700.0,31289.0,10.71
8895,Germany,potato,1990,257764,700.0,31289.0,10.08
8896,Germany,potato,1990,257764,700.0,31289.0,5.92
8903,Germany,maize,1991,68432,700.0,32006.0,9.36
8904,Germany,maize,1991,68432,700.0,32006.0,8.79
8905,Germany,maize,1991,68432,700.0,32006.0,4.93
8906,Germany,potato,1991,298464,700.0,32006.0,9.36
8907,Germany,potato,1991,298464,700.0,32006.0,8.79
8908,Germany,potato,1991,298464,700.0,32006.0,4.93
8915,Germany,maize,1992,72348,700.0,29542.0,10.38
8916,Germany,maize,1992,72348,700.0,29542.0,9.84
8917,Germany,maize,1992,72348,700.0,29542.0,5.91
8918,Germany,potato,1992,301928,700.0,29542.0,10.38
8919,Germany,potato,1992,301928,700.0,29542.0,9.84
8920,Germany,potato,1992,301928,700.0,29542.0,5.91
8927,Germany,maize,1993,80227,700.0,25170.0,9.34
8928,Germany,maize,1993,80227,700.0,25170.0,8.57
8929,Germany,maize,1993,80227,700.0,25170.0,5.33
8930,Germany,potato,1993,392539,700.0,25170.0,9.34
8931,Germany,potato,1993,392539,700.0,25170.0,8.57
8932,Germany,potato,1993,392539,700.0,25170.0,5.33
8939,Germany,maize,1994,70808,700.0,26330.0,10.43
8940,Germany,maize,1994,70808,700.0,26330.0,9.73
8941,Germany,maize,1994,70808,700.0,26330.0,6.64
8942,Germany,potato,1994,329512,700.0,26330.0,10.43
8943,Germany,potato,1994,329512,700.0,26330.0,9.73
8944,Germany,potato,1994,329512,700.0,26330.0,6.64
8951,Germany,maize,1995,73664,700.0,30090.0,9.75
8952,Germany,maize,1995,73664,700.0,30090.0,9.16
8953,Germany,maize,1995,73664,700.0,30090.0,5.33
8954,Germany,potato,1995,314059,700.0,30090.0,9.75
8955,Germany,potato,1995,314059,700.0,30090.0,9.16
8956,Germany,potato,1995,314059,700.0,30090.0,5.33
8963,Germany,maize,1996,78272,700.0,31683.0,7.88
8964,Germany,maize,1996,78272,700.0,31683.0,7.42
8965,Germany,maize,1996,78272,700.0,31683.0,4.49
8966,Germany,potato,1996,390096,700.0,31683.0,7.88
8967,Germany,potato,1996,390096,700.0,31683.0,7.42
8968,Germany,potato,1996,390096,700.0,31683.0,4.49
8975,Germany,maize,1997,86577,700.0,30414.0,9.73
8976,Germany,maize,1997,86577,700.0,30414.0,9.27
8977,Germany,maize,1997,86577,700.0,30414.0,5.79
8978,Germany,potato,1997,384055,700.0,30414.0,9.73
8979,Germany,potato,1997,384055,700.0,30414.0,9.27
8980,Germany,potato,1997,384055,700.0,30414.0,5.79
8987,Germany,maize,1998,81561,700.0,33377.0,10.05
8988,Germany,maize,1998,81561,700.0,33377.0,9.31
8989,Germany,maize,1998,81561,700.0,33377.0,5.66
8990,Germany,potato,1998,381394,700.0,33377.0,10.05
8991,Germany,potato,1998,381394,700.0,33377.0,9.31
8992,Germany,potato,1998,381394,700.0,33377.0,5.66
8999,Germany,maize,1999,87850,700.0,30019.0,10.58
9000,Germany,maize,1999,87850,700.0,30019.0,10.02
9001,Germany,maize,1999,87850,700.0,30019.0,5.55
9002,Germany,potato,1999,374989,700.0,30019.0,10.58
9003,Germany,potato,1999,374989,700.0,30019.0,10.02
9004,Germany,potato,1999,374989,700.0,30019.0,5.55
9011,Germany,maize,2000,92119,700.0,35273.17,10.96
9012,Germany,maize,2000,92119,700.0,35273.17,10.12
9013,Germany,maize,2000,92119,700.0,35273.17,6.33
9014,Germany,potato,2000,433437,700.0,35273.17,10.96
9015,Germany,potato,2000,433437,700.0,35273.17,10.12
9016,Germany,potato,2000,433437,700.0,35273.17,6.33
9023,Germany,maize,2001,88376,700.0,33423.49,9.69
9024,Germany,maize,2001,88376,700.0,33423.49,9.19
9025,Germany,maize,2001,88376,700.0,33423.49,5.59
9026,Germany,potato,2001,407758,700.0,33423.49,9.69
9027,Germany,potato,2001,407758,700.0,33423.49,9.19
9028,Germany,potato,2001,407758,700.0,33423.49,5.59
9035,Germany,maize,2002,93755,700.0,34431.72,10.26
9036,Germany,maize,2002,93755,700.0,34431.72,9.86
9037,Germany,maize,2002,93755,700.0,34431.72,6.26
9038,Germany,potato,2002,391226,700.0,34431.72,10.26
9039,Germany,potato,2002,391226,700.0,34431.72,9.86
9040,Germany,potato,2002,391226,700.0,34431.72,6.26
9047,Germany,maize,2004,90966,700.0,34930.37,9.82
9048,Germany,maize,2004,90966,700.0,34930.37,9.48
9049,Germany,maize,2004,90966,700.0,34930.37,5.43
9050,Germany,potato,2004,441756,700.0,34930.37,9.82
9051,Germany,potato,2004,441756,700.0,34930.37,9.48
9052,Germany,potato,2004,441756,700.0,34930.37,5.43
9056,Germany,maize,2005,92139,700.0,36386.27,9.92
9057,Germany,maize,2005,92139,700.0,36386.27,9.58
9058,Germany,maize,2005,92139,700.0,36386.27,5.01
9059,Germany,potato,2005,419798,700.0,36386.27,9.92
9060,Germany,potato,2005,419798,700.0,36386.27,9.58
9061,Germany,potato,2005,419798,700.0,36386.27,5.01
9065,Germany,maize,2006,80307,700.0,38540.15,10.55
9066,Germany,maize,2006,80307,700.0,38540.15,10.15
9067,Germany,maize,2006,80307,700.0,38540.15,5.94
9068,Germany,potato,2006,365680,700.0,38540.15,10.55
9069,Germany,potato,2006,365680,700.0,38540.15,10.15
9070,Germany,potato,2006,365680,700.0,38540.15,5.94
9077,Germany,maize,2007,94475,700.0,40740.64,10.88
9078,Germany,maize,2007,94475,700.0,40740.64,10.37
9079,Germany,maize,2007,94475,700.0,40740.64,6.28
9080,Germany,potato,2007,423470,700.0,40740.64,10.88
9081,Germany,potato,2007,423470,700.0,40740.64,10.37
9082,Germany,potato,2007,423470,700.0,40740.64,6.28
9089,Germany,maize,2008,98099,700.0,43413.01,10.66
9090,Germany,maize,2008,98099,700.0,43413.01,10.04
9091,Germany,maize,2008,98099,700.0,43413.01,5.94
9092,Germany,potato,2008,437606,700.0,43413.01,10.66
9093,Germany,potato,2008,437606,700.0,43413.01,10.04
9094,Germany,potato,2008,437606,700.0,43413.01,5.94
9101,Germany,maize,2009,97500,700.0,39289.43,10.06
9102,Germany,maize,2009,97500,700.0,39289.43,9.61
9103,Germany,maize,2009,97500,700.0,39289.43,5.89
9104,Germany,potato,2009,443045,700.0,39289.43,10.06
9105,Germany,potato,2009,443045,700.0,39289.43,9.61
9106,Germany,potato,2009,443045,700.0,39289.43,5.89
9113,Germany,maize,2010,90261,700.0,40832.42,8.61
9114,Germany,maize,2010,90261,700.0,40832.42,7.97
9115,Germany,maize,2010,90261,700.0,40832.42,4.85
9116,Germany,potato,2010,398758,700.0,40832.42,8.61
9117,Germany,potato,2010,398758,700.0,40832.42,7.97
9118,Germany,potato,2010,398758,700.0,40832.42,4.85
9125,Germany,maize,2011,106243,700.0,43754.35,10.56
9126,Germany,maize,2011,106243,700.0,43754.35,9.73
9127,Germany,maize,2011,106243,700.0,43754.35,6.56
9128,Germany,potato,2011,457565,700.0,43754.35,10.56
9129,Germany,potato,2011,457565,700.0,43754.35,9.73
9130,Germany,potato,2011,457565,700.0,43754.35,6.56
9137,Germany,maize,2012,104802,700.0,45522.5,9.96
9138,Germany,maize,2012,104802,700.0,45522.5,9.2
9139,Germany,maize,2012,104802,700.0,45522.5,5.88
9140,Germany,potato,2012,447570,700.0,45522.5,9.96
9141,Germany,potato,2012,447570,700.0,45522.5,9.2
9142,Germany,potato,2012,447570,700.0,45522.5,5.88
9149,Germany,maize,2013,88276,700.0,43756.1,10.12
9150,Germany,maize,2013,88276,700.0,43756.1,9.17
9151,Germany,maize,2013,88276,700.0,43756.1,6.0
9152,Germany,potato,2013,398258,700.0,43756.1,10.12
9153,Germany,potato,2013,398258,700.0,43756.1,9.17
9154,Germany,potato,2013,398258,700.0,43756.1,6.0
9162,Ghana,maize,1990,11889,1187.0,65.8,26.73
9164,Ghana,rice,1990,16510,1187.0,65.8,26.73
9168,Ghana,maize,1991,15260,1187.0,65.8,26.6
9170,Ghana,rice,1991,15901,1187.0,65.8,26.6
9174,Ghana,maize,1992,12040,1187.0,65.8,26.47
9176,Ghana,rice,1992,16499,1187.0,65.8,26.47
9180,Ghana,maize,1993,15092,1187.0,65.8,26.67
9182,Ghana,rice,1993,20389,1187.0,65.8,26.67
9186,Ghana,maize,1994,14933,1187.0,65.8,26.62
9188,Ghana,rice,1994,20062,1187.0,65.8,26.62
9192,Ghana,maize,1995,15020,1187.0,65.8,26.87
9194,Ghana,rice,1995,20192,1187.0,65.8,26.87
9198,Ghana,maize,1996,15153,1187.0,1575.5,26.61
9200,Ghana,rice,1996,20496,1187.0,1575.5,26.61
9202,Ghana,potato,1996,13596,1187.0,1575.5,26.61
9205,Ghana,maize,1997,15285,1187.0,502.0,26.58
9207,Ghana,rice,1997,16746,1187.0,502.0,26.58
9209,Ghana,potato,1997,13593,1187.0,502.0,26.58
9212,Ghana,maize,1998,14850,1187.0,297.78,27.28
9214,Ghana,rice,1998,14847,1187.0,297.78,27.28
9216,Ghana,potato,1998,13617,1187.0,297.78,27.28
9219,Ghana,maize,1999,14557,1187.0,114.13,26.74
9221,Ghana,rice,1999,19919,1187.0,114.13,26.74
9223,Ghana,potato,1999,13846,1187.0,114.13,26.74
9226,Ghana,maize,2000,14578,1187.0,81.63,26.83
9228,Ghana,rice,2000,21589,1187.0,81.63,26.83
9230,Ghana,potato,2000,13953,1187.0,81.63,26.83
9233,Ghana,maize,2001,13150,1187.0,82.0,26.76
9235,Ghana,rice,2001,20185,1187.0,82.0,26.76
9237,Ghana,potato,2001,14066,1187.0,82.0,26.76
9240,Ghana,maize,2002,14900,1187.0,89.88,26.92
9242,Ghana,rice,2002,22799,1187.0,89.88,26.92
9244,Ghana,potato,2002,14071,1187.0,89.88,26.92
9247,Ghana,maize,2004,15794,1187.0,134.25,27.02
9249,Ghana,rice,2004,20253,1187.0,134.25,27.02
9251,Ghana,potato,2004,14259,1187.0,134.25,27.02
9254,Ghana,maize,2005,15613,1187.0,166.16,27.06
9256,Ghana,rice,2005,23917,1187.0,166.16,27.06
9258,Ghana,potato,2005,13869,1187.0,166.16,27.06
9261,Ghana,maize,2006,14994,1187.0,771.58,27.1
9263,Ghana,rice,2006,20000,1187.0,771.58,27.1
9265,Ghana,potato,2006,14765,1187.0,771.58,27.1
9268,Ghana,maize,2007,15437,1187.0,119.86,27.16
9270,Ghana,rice,2007,17015,1187.0,119.86,27.16
9272,Ghana,potato,2007,15242,1187.0,119.86,27.16
9275,Ghana,maize,2008,17371,1187.0,350.83,26.98
9277,Ghana,rice,2008,22735,1187.0,350.83,26.98
9279,Ghana,potato,2008,15759,1187.0,350.83,26.98
9282,Ghana,maize,2009,16969,1187.0,378.97,27.14
9284,Ghana,rice,2009,24109,1187.0,378.97,27.14
9286,Ghana,potato,2009,16326,1187.0,378.97,27.14
9289,Ghana,maize,2010,18874,1187.0,378.97,27.57
9291,Ghana,rice,2010,27126,1187.0,378.97,27.57
9293,Ghana,potato,2010,16904,1187.0,378.97,27.57
9296,Ghana,maize,2011,16458,1187.0,378.97,27.11
9298,Ghana,rice,2011,23495,1187.0,378.97,27.11
9300,Ghana,potato,2011,17687,1187.0,378.97,27.11
9303,Ghana,maize,2012,18712,1187.0,378.97,26.86
9305,Ghana,rice,2012,25386,1187.0,378.97,26.86
9307,Ghana,potato,2012,18243,1187.0,378.97,26.86
9310,Ghana,maize,2013,17240,1187.0,378.97,27.24
9312,Ghana,rice,2013,26378,1187.0,378.97,27.24
9314,Ghana,potato,2013,18243,1187.0,378.97,27.24
9316,Greece,maize,1990,96965,652.0,7420.0,18.05
9317,Greece,potato,1990,189470,652.0,7420.0,18.05
9318,Greece,rice,1990,60000,652.0,7420.0,18.05
9321,Greece,potato,1990,168333,652.0,7420.0,18.05
9323,Greece,maize,1991,101042,652.0,7420.0,17.07
9324,Greece,potato,1991,202182,652.0,7420.0,17.07
9325,Greece,rice,1991,54938,652.0,7420.0,17.07
9328,Greece,potato,1991,200958,652.0,7420.0,17.07
9330,Greece,maize,1992,99762,652.0,7869.0,17.13
9331,Greece,potato,1992,204323,652.0,7869.0,17.13
9332,Greece,rice,1992,73611,652.0,7869.0,17.13
9335,Greece,potato,1992,235305,652.0,7869.0,17.13
9337,Greece,maize,1993,98951,652.0,8826.0,17.53
9338,Greece,potato,1993,202484,652.0,8826.0,17.53
9339,Greece,rice,1993,73904,652.0,8826.0,17.53
9342,Greece,potato,1993,207924,652.0,8826.0,17.53
9344,Greece,maize,1994,97800,652.0,6341.0,18.47
9345,Greece,potato,1994,200479,652.0,6341.0,18.47
9346,Greece,rice,1994,80813,652.0,6341.0,18.47
9349,Greece,potato,1994,207442,652.0,6341.0,18.47
9351,Greece,maize,1995,100563,652.0,6663.0,17.82
9352,Greece,potato,1995,200585,652.0,6663.0,17.82
9353,Greece,rice,1995,81057,652.0,6663.0,17.82
9356,Greece,potato,1995,146082,652.0,6663.0,17.82
9358,Greece,maize,1996,99314,652.0,7296.0,17.46
9359,Greece,potato,1996,200578,652.0,7296.0,17.46
9360,Greece,rice,1996,77561,652.0,7296.0,17.46
9363,Greece,potato,1996,159367,652.0,7296.0,17.46
9365,Greece,maize,1997,104030,652.0,9223.0,17.35
9366,Greece,potato,1997,191769,652.0,9223.0,17.35
9367,Greece,rice,1997,74739,652.0,9223.0,17.35
9370,Greece,potato,1997,126837,652.0,9223.0,17.35
9372,Greece,maize,1998,88247,652.0,10702.0,18.15
9373,Greece,potato,1998,202472,652.0,10702.0,18.15
9374,Greece,rice,1998,72195,652.0,10702.0,18.15
9377,Greece,potato,1998,130777,652.0,10702.0,18.15
9379,Greece,maize,1999,95128,652.0,9635.0,18.82
9380,Greece,potato,1999,199050,652.0,9635.0,18.82
9381,Greece,rice,1999,73028,652.0,9635.0,18.82
9384,Greece,potato,1999,184298,652.0,9635.0,18.82
9386,Greece,maize,2000,96708,652.0,10627.0,18.2
9387,Greece,potato,2000,207228,652.0,10627.0,18.2
9388,Greece,rice,2000,70098,652.0,10627.0,18.2
9391,Greece,potato,2000,153007,652.0,10627.0,18.2
9393,Greece,maize,2001,103463,652.0,10725.0,18.67
9394,Greece,potato,2001,204626,652.0,10725.0,18.67
9395,Greece,rice,2001,71151,652.0,10725.0,18.67
9398,Greece,potato,2001,176963,652.0,10725.0,18.67
9400,Greece,maize,2002,99544,652.0,11852.0,18.33
9401,Greece,potato,2002,193885,652.0,11852.0,18.33
9402,Greece,rice,2002,73683,652.0,11852.0,18.33
9405,Greece,potato,2002,186335,652.0,11852.0,18.33
9407,Greece,maize,2004,101088,652.0,11594.0,18.07
9408,Greece,potato,2004,202638,652.0,11594.0,18.07
9409,Greece,rice,2004,71038,652.0,11594.0,18.07
9412,Greece,potato,2004,205463,652.0,11594.0,18.07
9414,Greece,maize,2005,103033,652.0,12083.0,17.91
9415,Greece,potato,2005,200680,652.0,12083.0,17.91
9416,Greece,rice,2005,74059,652.0,12083.0,17.91
9419,Greece,potato,2005,186025,652.0,12083.0,17.91
9421,Greece,maize,2006,101383,652.0,7505.3,17.78
9422,Greece,potato,2006,198412,652.0,7505.3,17.78
9423,Greece,rice,2006,77137,652.0,7505.3,17.78
9426,Greece,potato,2006,186165,652.0,7505.3,17.78
9428,Greece,maize,2007,100223,652.0,7345.7,18.67
9429,Greece,potato,2007,206388,652.0,7345.7,18.67
9430,Greece,rice,2007,76337,652.0,7345.7,18.67
9433,Greece,potato,2007,214260,652.0,7345.7,18.67
9435,Greece,maize,2008,104810,652.0,5130.8,18.61
9436,Greece,potato,2008,201148,652.0,5130.8,18.61
9437,Greece,rice,2008,73731,652.0,5130.8,18.61
9440,Greece,potato,2008,211841,652.0,5130.8,18.61
9442,Greece,maize,2009,104326,652.0,3404.4,18.52
9443,Greece,potato,2009,207007,652.0,3404.4,18.52
9444,Greece,rice,2009,76682,652.0,3404.4,18.52
9447,Greece,potato,2009,204975,652.0,3404.4,18.52
9449,Greece,maize,2010,103818,652.0,5607.7,19.3
9450,Greece,potato,2010,206835,652.0,5607.7,19.3
9451,Greece,rice,2010,69283,652.0,5607.7,19.3
9454,Greece,potato,2010,215419,652.0,5607.7,19.3
9456,Greece,maize,2011,107069,652.0,8189.8,17.67
9457,Greece,potato,2011,202160,652.0,8189.8,17.67
9458,Greece,rice,2011,81086,652.0,8189.8,17.67
9461,Greece,potato,2011,197379,652.0,8189.8,17.67
9463,Greece,maize,2012,104559,652.0,8002.2,18.82
9464,Greece,potato,2012,199165,652.0,8002.2,18.82
9465,Greece,rice,2012,74926,652.0,8002.2,18.82
9468,Greece,potato,2012,199034,652.0,8002.2,18.82
9470,Greece,maize,2013,106689,652.0,8081.72,19.36
9471,Greece,potato,2013,206787,652.0,8081.72,19.36
9472,Greece,rice,2013,83964,652.0,8081.72,19.36
9475,Greece,potato,2013,221642,652.0,8081.72,19.36
9478,Guatemala,maize,1990,20052,1996.0,12004.33,19.64
9480,Guatemala,potato,1990,210685,1996.0,12004.33,19.64
9481,Guatemala,rice,1990,31111,1996.0,12004.33,19.64
9486,Guatemala,maize,1991,18442,1996.0,12004.33,19.91
9488,Guatemala,potato,1991,207137,1996.0,12004.33,19.91
9489,Guatemala,rice,1991,28745,1996.0,12004.33,19.91
9494,Guatemala,maize,1992,18831,1996.0,12004.33,19.89
9496,Guatemala,potato,1992,204371,1996.0,12004.33,19.89
9497,Guatemala,rice,1992,26021,1996.0,12004.33,19.89
9502,Guatemala,maize,1993,18506,1996.0,12004.33,19.85
9504,Guatemala,potato,1993,207000,1996.0,12004.33,19.85
9505,Guatemala,rice,1993,27338,1996.0,12004.33,19.85
9508,Guatemala,potato,1993,62500,1996.0,12004.33,19.85
9511,Guatemala,maize,1994,19569,1996.0,12004.33,20.08
9513,Guatemala,potato,1994,208248,1996.0,12004.33,20.08
9514,Guatemala,rice,1994,30022,1996.0,12004.33,20.08
9517,Guatemala,potato,1994,66667,1996.0,12004.33,20.08
9520,Guatemala,maize,1995,19436,1996.0,12004.33,19.98
9522,Guatemala,potato,1995,207000,1996.0,12004.33,19.98
9523,Guatemala,rice,1995,27877,1996.0,12004.33,19.98
9526,Guatemala,potato,1995,62500,1996.0,12004.33,19.98
9529,Guatemala,maize,1996,18201,1996.0,12004.33,19.48
9531,Guatemala,potato,1996,209629,1996.0,12004.33,19.48
9532,Guatemala,rice,1996,18086,1996.0,12004.33,19.48
9535,Guatemala,potato,1996,62500,1996.0,12004.33,19.48
9538,Guatemala,maize,1997,14942,1996.0,11419.53,20.16
9540,Guatemala,potato,1997,212213,1996.0,11419.53,20.16
9541,Guatemala,rice,1997,18548,1996.0,11419.53,20.16
9544,Guatemala,potato,1997,66667,1996.0,11419.53,20.16
